IDStations,Latitude,Longitude,Time,Altitude,AQ_pm10,AQ_pm25,AQ_co,AQ_nh3,AQ_nox,AQ_no2,AQ_so2,WE_temp_2m,WE_wind_speed_10m_mean,WE_wind_speed_10m_max,WE_mode_wind_direction_10m,WE_tot_precipitation,WE_precipitation_t,WE_surface_pressure,WE_solar_radiation,WE_rh_min,WE_rh_mean,WE_rh_max,WE_wind_speed_100m_mean,WE_wind_speed_100m_max,WE_mode_wind_direction_100m,WE_blh_layer_max,WE_blh_layer_min,EM_nh3_livestock_mm,EM_nh3_agr_soils,EM_nh3_agr_waste_burn,EM_nh3_sum,EM_nox_traffic,EM_nox_sum,EM_so2_sum,LI_pigs,LI_bovine,LI_pigs_v2,LI_bovine_v2,LA_hvi,LA_lvi,LA_land_use,LA_soil_use
STA-CH0033A,46.1603,8.93394,2020-01-01,203,28.19,24.48,NA,NA,68.77,28.74,2.173,4.064,0.8807,1.354,S,2.127e-6,0,91820,4437000,56.4,64.74,77.04,1.469,3.881,S,126.3,11.3,1.142,0.03312,4.089e-4,1.921,1.382,4.356,2.656,NA,NA,NA,NA,2.505,2.27,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-02,203,23.76,20.23,NA,NA,104.7,35.55,2.301,2.14,0.7672,1.107,S,1.071e-6,0,91850,4082000,54.37,72.32,92.36,1.048,3.058,S,182,12.6,1.14,0.02846,3.975e-4,1.916,1.377,4.356,2.661,NA,NA,NA,NA,2.503,2.269,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-03,203,24.85,21.44,NA,NA,116.7,34.91,2.599,1.598,0.9067,1.46,S,2.09e-6,0,91420,3002000,61.29,73.45,83.97,1.816,3.807,S,122.1,15.75,1.138,0.02464,3.853e-4,1.913,1.374,4.359,2.668,NA,NA,NA,NA,2.502,2.269,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-04,203,14.74,12.56,NA,NA,56.66,25.12,1.89,2.192,1.524,1.824,S,2.401e-5,0,91290,3699000,61.3,68.75,80.94,4.418,5.524,S,545.8,55.04,1.137,0.02162,3.723e-4,1.911,1.37,4.365,2.678,NA,NA,NA,NA,2.5,2.268,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-05,203,14.82,11.73,NA,NA,42.21,26.78,1.486,2.027,1.129,1.78,S,2.525e-6,0,91630,4473000,46.63,60.38,69.79,3.354,5.357,S,426,21.73,1.136,0.01936,3.586e-4,1.911,1.367,4.374,2.69,NA,NA,NA,NA,2.499,2.268,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-06,203,30.89,27.82,NA,NA,72.64,38.08,2.451,1.968,0.5221,0.7928,S,8.508e-7,0,91670,4458000,54.21,68.05,80,0.9699,2.96,S,345.8,12.61,1.135,0.01783,3.444e-4,1.913,1.365,4.385,2.705,NA,NA,NA,NA,2.498,2.267,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-07,203,31.71,29.55,NA,NA,114.8,40.35,2.691,3.32,0.7636,1.01,S,9.949e-6,0,91380,3759000,53.67,60.75,76.72,2.617,3.475,S,264.2,43.66,1.135,0.01699,3.296e-4,1.917,1.363,4.399,2.721,NA,NA,NA,NA,2.496,2.267,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-08,203,33.02,19.21,NA,NA,116.4,45.99,3.18,3.201,0.8041,1.228,S,0,0,91710,4594000,50.07,64.02,71.02,1.659,3.782,S,142.4,13.06,1.135,0.01682,3.144e-4,1.922,1.361,4.414,2.74,NA,NA,NA,NA,2.495,2.266,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-09,203,25.07,18.5,NA,NA,105.3,39.78,3.158,1.184,0.7541,1.181,S,5.406e-7,0,91390,4159000,70.17,86.7,95.76,0.7777,2.447,N,177.6,11.13,1.136,0.01728,2.989e-4,1.928,1.36,4.432,2.76,NA,NA,NA,NA,2.493,2.266,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-10,203,23.41,17.1,NA,NA,87.38,40.43,3.233,1.65,0.745,1.185,S,9.728e-5,0,91150,4245000,65.46,79.59,98.37,1.457,3.657,S,595.8,21.45,1.136,0.01834,2.831e-4,1.936,1.359,4.45,2.781,NA,NA,NA,NA,2.492,2.265,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-11,203,23.6,18.02,NA,NA,83.14,40.63,2.256,2.727,0.992,1.538,S,6.654e-7,0,91570,4927000,52.06,66.39,73.94,2.51,4.12,S,210.4,15.6,1.138,0.01995,2.672e-4,1.945,1.359,4.47,2.803,NA,NA,NA,NA,2.49,2.265,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-12,203,22.15,17.65,NA,NA,63.36,36.26,2.184,1.789,0.6995,1.133,S,5.903e-7,0,91490,4724000,48.61,66.13,84.48,1.079,2.469,S,248.7,10.51,1.139,0.0221,2.511e-4,1.954,1.359,4.491,2.827,NA,NA,NA,NA,2.489,2.264,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-13,203,27.48,19.43,NA,NA,111.2,40.81,3.229,1.232,0.6331,1.215,S,9.559e-7,0,91200,4481000,45.99,63.57,77.2,0.9399,2.33,N,311.9,11.05,1.141,0.02474,2.349e-4,1.965,1.359,4.512,2.85,NA,NA,NA,NA,2.487,2.264,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-14,203,28.67,20.22,NA,NA,116.2,41.68,2.659,0.7203,0.4444,0.6741,S,5.708e-6,0,91170,3524000,59.76,73.38,78.72,0.8569,2.157,SE,398.7,18.9,1.143,0.02784,2.189e-4,1.977,1.36,4.535,2.874,NA,NA,NA,NA,2.486,2.263,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-15,203,30.66,21.68,NA,NA,91.98,45.29,3.514,1.118,0.5108,0.7939,S,5.097e-5,5,91460,2500000,67.94,78.98,91.99,0.9738,2.381,N,299,19.04,1.145,0.03137,2.029e-4,1.989,1.361,4.557,2.898,NA,NA,NA,NA,2.484,2.263,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-16,203,24.46,17.29,NA,NA,95.14,41.97,3.118,1.584,0.6914,0.972,S,2.563e-6,0,91680,4512000,59.8,76.23,88.34,1.224,2.517,S,350.7,13.96,1.148,0.0353,1.871e-4,2.002,1.362,4.579,2.922,NA,NA,NA,NA,2.485,2.263,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-17,203,23.99,16.51,NA,NA,85.93,39.31,2.312,1.507,0.7256,1.006,S,0.001679,5,91220,3728000,65.64,79.15,95.54,1.154,2.665,S,365.4,13.72,1.151,0.03958,1.717e-4,2.015,1.364,4.601,2.945,NA,NA,NA,NA,2.486,2.264,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-18,203,20.31,16.5,NA,NA,30.54,23.64,2.081,1.891,1.06,1.353,S,0.00158,0,91030,4252000,41.94,66.58,84.92,3.147,3.972,S,1037,49.32,1.154,0.04419,1.565e-4,2.029,1.365,4.623,2.968,NA,NA,NA,NA,2.487,2.264,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-19,203,3.444,3.067,NA,NA,4.765,4.822,0.9601,-0.9697,1.228,1.442,S,3.891e-6,0,91540,4530000,43.13,57.87,66.93,3.397,3.94,S,1287,79.18,1.158,0.0491,1.419e-4,2.043,1.367,4.643,2.99,NA,NA,NA,NA,2.488,2.265,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-20,203,15.4,8.003,NA,NA,51.25,30.04,2.212,-1.341,0.8742,1.417,S,5.363e-7,0,92530,5285000,31.3,49.59,65.7,1.934,3.624,S,580.8,12.85,1.162,0.05426,1.277e-4,2.057,1.37,4.663,3.01,NA,NA,NA,NA,2.488,2.265,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-21,203,32.39,16.08,NA,NA,102.6,47.48,2.961,1.439,0.6977,1.031,S,8.508e-7,0,92590,5354000,38.94,52.77,70.88,1.221,2.972,S,254.8,14.21,1.166,0.05965,1.141e-4,2.071,1.372,4.681,3.029,NA,NA,NA,NA,2.489,2.265,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-22,203,34.08,17.7,NA,NA,99.64,44.36,3.259,1.839,0.9303,1.326,S,3.417e-6,0,91990,5555000,37.7,62.56,84.52,1.337,3.5,S,200.4,12.38,1.17,0.06523,1.012e-4,2.085,1.375,4.698,3.047,NA,NA,NA,NA,2.49,2.266,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-23,203,34.75,22.94,NA,NA,103.5,42.83,3.026,3.524,0.7763,1.192,S,1.702e-6,0,91680,5638000,33.51,50.44,68.55,1.227,3.196,N,239.4,11.8,1.174,0.07097,8.906e-5,2.099,1.378,4.713,3.062,NA,NA,NA,NA,2.491,2.266,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-24,203,31.69,19.99,NA,NA,80.78,40.59,3.465,1.592,0.7048,1.303,S,8.248e-5,0,91330,5137000,41.21,63.61,84.46,1.059,2.799,S,169.8,12.75,1.179,0.07684,7.774e-5,2.113,1.381,4.726,3.076,NA,NA,NA,NA,2.491,2.267,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-25,203,34.92,25.94,NA,NA,60.99,34.1,2.918,2.061,0.5464,0.9576,S,1.369e-4,0,91030,5219000,57.6,73.32,82.87,0.747,1.703,S,436.1,17.43,1.184,0.08279,6.733e-5,2.126,1.384,4.737,3.087,NA,NA,NA,NA,2.492,2.267,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-26,203,31.81,23.39,NA,NA,48.36,30.23,3.125,1.624,0.6907,1.097,S,1.265e-5,0,90790,5280000,62.27,78.51,90.69,1.107,1.804,S,553.8,12.82,1.189,0.0888,5.79e-5,2.139,1.387,4.745,3.095,NA,NA,NA,NA,2.493,2.268,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-27,203,34.6,21.64,NA,NA,77.66,37.7,2.846,1.086,0.7283,1.175,S,0.002824,0,90530,5231000,59.82,81.81,93.11,1.58,2.301,S,720.1,29.83,1.194,0.09484,4.954e-5,2.151,1.39,4.751,3.101,NA,NA,NA,NA,2.494,2.268,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-28,203,27.01,21.65,NA,NA,45.35,30.74,2.39,1.615,0.4635,1.014,S,0.006882,1,89670,1851000,70.04,86.81,94.53,1.427,2.853,N,483,32.71,1.199,0.1009,4.233e-5,2.163,1.394,4.753,3.103,NA,NA,NA,NA,2.494,2.268,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-29,203,6,5.373,NA,NA,8.893,9.051,1.734,2.081,0.9933,1.191,S,0.00309,0,89980,4765000,56.89,67.36,77.88,2.642,3.646,S,709.6,32.69,1.204,0.1069,3.633e-5,2.174,1.397,4.752,3.102,NA,NA,NA,NA,2.495,2.269,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-30,203,10.75,7.029,NA,NA,32.95,25.16,1.795,2.575,0.8887,1.398,S,2.183e-4,0,90640,5705000,39.02,58.48,74.48,1.944,3.646,S,449.1,13.31,1.21,0.1128,3.163e-5,2.184,1.401,4.748,3.097,NA,NA,NA,NA,2.496,2.269,211,NA
STA-CH0033A,46.1603,8.93394,2020-01-31,203,16.94,10.59,NA,NA,70.72,34.99,2.249,3.444,0.7638,1.17,S,1.226e-5,0,90670,5407000,61.85,78.38,97.28,1.283,3.175,S,276.4,11.16,1.216,0.1186,2.832e-5,2.192,1.405,4.74,3.088,NA,NA,NA,NA,2.497,2.27,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-01,203,19.35,15.19,NA,NA,59.11,28.63,2.346,2.153,0.7542,1.229,S,8.324e-4,1,90640,1433000,81.35,91.86,98.36,1.09,3.428,NE,278.4,14.21,1.222,0.1242,2.646e-5,2.2,1.408,4.728,3.076,NA,NA,NA,NA,2.497,2.27,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-02,203,17.85,15.03,NA,NA,38.95,19.44,2.427,5.462,0.805,1.305,S,0.004162,1,90690,3821000,64.18,79.52,91.17,1.73,3.362,S,296.1,20.02,1.227,0.1298,2.539e-5,2.207,1.412,4.711,3.058,NA,NA,NA,NA,2.498,2.271,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-03,203,23.76,12.73,NA,NA,33.67,21.35,1.844,7.282,1.119,1.389,S,8.29e-4,0,90580,4602000,65.9,75.91,88.55,2.796,4.406,S,541.8,29.32,1.233,0.1353,2.44e-5,2.212,1.417,4.688,3.035,NA,NA,NA,NA,2.499,2.271,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-04,203,17.76,12.72,NA,NA,28.79,16.67,0.8286,2.29,1.275,2.01,SW,0.004213,1,90030,5634000,40.29,59.69,91.51,3.718,5.94,S,2682,12.61,1.239,0.1408,2.349e-5,2.216,1.422,4.661,3.008,NA,NA,NA,NA,2.5,2.272,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-05,203,5.009,4.151,NA,NA,4.428,4.588,0.588,1.124,1.679,2.701,S,2.081e-4,0,91040,6650000,34.53,46.27,60,5.235,7.462,S,2648,139,1.245,0.1464,2.264e-5,2.219,1.428,4.629,2.976,NA,NA,NA,NA,2.5,2.272,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-06,203,16.65,8.144,NA,NA,55.17,33.88,1.664,1.53,0.8114,1.3,S,5.847e-7,0,91490,6949000,34.37,47.27,57.76,1.979,4.227,S,628.8,16.56,1.251,0.152,2.186e-5,2.221,1.434,4.593,2.94,NA,NA,NA,NA,2.501,2.272,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-07,203,22.01,12.88,NA,NA,79.36,41.47,2.757,3.023,0.7577,1.065,S,0,0,91300,7395000,38.66,53.46,69.52,1.16,2.21,S,384.1,10.76,1.256,0.1577,2.115e-5,2.222,1.441,4.554,2.901,NA,NA,NA,NA,2.502,2.273,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-08,203,22.81,16.67,NA,NA,52.21,31.64,2.828,1.405,0.6909,0.9514,S,1.169e-6,0,91460,6368000,53.31,69.8,87.9,0.8007,1.981,N,533.2,12.53,1.262,0.1635,2.049e-5,2.223,1.448,4.511,2.858,NA,NA,NA,NA,2.503,2.273,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-09,203,34.92,28.86,NA,NA,29.39,21.67,2.449,1.337,0.6785,1.211,S,0.001019,0,91460,7146000,60.03,76.09,91.36,1.195,2.545,N,744.5,21,1.269,0.1694,1.99e-5,2.223,1.456,4.465,2.812,NA,NA,NA,NA,2.503,2.274,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-10,203,50.75,38.61,NA,NA,47.86,36.83,3.114,3.898,0.5206,1.032,SE,0.003357,1,90310,5058000,64.22,83.03,96.7,1.256,2.348,NE,586.1,13.19,1.275,0.1755,1.936e-5,2.223,1.463,4.416,2.764,NA,NA,NA,NA,2.504,2.274,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-11,203,9.274,6.698,NA,NA,12.23,11.58,1.493,4.505,1.239,2.028,S,5.456e-4,0,89970,7833000,34.48,55.02,79.99,3.076,6.242,S,2204,14.59,1.281,0.1817,1.887e-5,2.223,1.471,4.366,2.713,NA,NA,NA,NA,2.505,2.275,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-12,203,7.064,4.353,NA,NA,16.12,12.66,1.099,2.68,1.159,1.541,S,8.581e-6,0,90630,8054000,31.19,46.27,62.69,3.075,3.93,S,1795,40.16,1.288,0.1881,1.843e-5,2.222,1.479,4.314,2.661,NA,NA,NA,NA,2.506,2.275,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-13,203,14.31,8.839,NA,NA,23.88,18.12,1.766,1.579,0.8463,1.161,S,0.002841,0,90580,7623000,40.8,56.1,81.59,1.878,3.346,S,1123,34.64,1.295,0.1948,1.804e-5,2.222,1.488,4.261,2.607,NA,NA,NA,NA,2.506,2.275,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-14,203,10.19,7.588,NA,NA,16.56,12.82,1.543,4.37,0.9009,1.364,S,8.279e-4,0,90690,7156000,39.64,54.75,76.95,3.033,4.162,S,1179,63.28,1.302,0.2016,1.77e-5,2.222,1.496,4.207,2.552,NA,NA,NA,NA,2.507,2.276,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-15,203,15.26,11.24,NA,NA,27.99,23.7,2.402,4.701,0.8143,1.137,S,5.847e-7,0,91470,8124000,43.13,57.82,71.33,1.171,2.479,SE,643.5,12.02,1.31,0.2087,1.739e-5,2.223,1.504,4.152,2.496,NA,NA,NA,NA,2.508,2.276,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-16,203,20.42,16.3,NA,NA,26.82,21.84,1.569,4.188,0.6877,0.9663,S,3.837e-6,0,91480,6660000,54.48,65.47,80.02,0.8658,1.999,SE,546.9,13.18,1.318,0.2161,1.712e-5,2.224,1.513,4.097,2.44,NA,NA,NA,NA,2.512,2.277,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-17,203,35.84,26.16,NA,NA,62.24,35.03,2.619,3.051,0.5525,0.8877,S,0.00165,1,91200,2656000,77.89,86.91,95.71,1.035,2.487,N,355.4,11.97,1.327,0.2238,1.689e-5,2.226,1.521,4.043,2.384,NA,NA,NA,NA,2.515,2.279,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-18,203,14.95,10.83,NA,NA,15.39,13.8,1.256,3.893,1.121,1.493,S,4.961e-6,0,91160,9121000,33.57,63.77,93.15,2.82,3.878,S,1229,26.33,1.336,0.2319,1.669e-5,2.228,1.529,3.989,2.329,NA,NA,NA,NA,2.519,2.28,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-19,203,9.308,4.272,NA,NA,19.52,12.93,1.325,2.264,1.126,1.614,S,0.001249,0,90900,7933000,41.19,59.44,76.77,2.944,4.386,S,1967,60.99,1.345,0.2402,1.652e-5,2.232,1.537,3.937,2.274,NA,NA,NA,NA,2.523,2.281,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-20,203,14.26,7.026,NA,NA,33.82,26.64,1.81,3.409,0.7869,1.198,S,1.524e-7,0,91130,8942000,38.83,49.32,58.61,1.657,3.12,S,779.6,12.63,1.355,0.249,1.638e-5,2.236,1.545,3.886,2.22,NA,NA,NA,NA,2.526,2.282,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-21,203,21.22,11.21,NA,NA,44.53,31.63,2.728,4.888,1.097,1.552,S,2.282e-5,0,91210,8921000,39.42,53.22,68.79,2.794,3.956,S,995.6,16.73,1.365,0.2581,1.626e-5,2.242,1.552,3.837,2.167,NA,NA,NA,NA,2.53,2.284,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-22,203,41.92,31.25,NA,NA,40.64,31.69,2.123,5.371,0.7468,1.118,S,5.847e-7,0,91780,9749000,45.74,57.43,69.19,1.1,2.397,S,601.6,14.09,1.376,0.2677,1.616e-5,2.249,1.559,3.79,2.117,NA,NA,NA,NA,2.534,2.285,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-23,203,44.3,35.26,NA,NA,35.63,29.45,2.075,7.858,0.8691,1.352,S,8.896e-7,0,91350,9658000,36.25,57.85,73.15,1.525,2.791,S,555.8,15.84,1.388,0.2777,1.608e-5,2.258,1.566,3.747,2.068,NA,NA,NA,NA,2.537,2.286,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-24,203,38.12,26.03,NA,NA,32.97,24.93,2.506,9.495,1.067,1.615,S,8.97e-6,0,90850,9984000,41.09,63.9,91.79,2.476,4.196,S,826.7,17.52,1.4,0.2882,1.602e-5,2.268,1.573,3.706,2.022,NA,NA,NA,NA,2.541,2.287,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-25,203,76.31,60.41,NA,NA,19.28,17.46,1.144,4.603,0.4478,0.7932,S,0.001265,1,89810,3042000,87.08,93.06,96.75,1.204,2.876,N,515.6,12.07,1.413,0.2991,1.596e-5,2.281,1.578,3.669,1.979,NA,NA,NA,NA,2.545,2.289,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-26,203,23.88,19.02,NA,NA,12.14,11.66,0.6233,1.478,1.175,2.547,S,0.002101,5,89120,8012000,33.84,58.54,94.65,3.354,5.787,S,2336,19.06,1.427,0.3105,1.592e-5,2.295,1.584,3.636,1.939,NA,NA,NA,NA,2.548,2.29,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-27,203,5.606,3.665,NA,NA,14.01,11.95,1.411,0.3006,0.6131,1.106,S,0.002675,0,89640,6339000,37.38,53.37,71.45,2.098,3.976,S,1443,94.91,1.441,0.3225,1.588e-5,2.311,1.588,3.608,1.903,NA,NA,NA,NA,2.552,2.291,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-28,203,7.097,4.711,NA,NA,11.33,11.02,1.205,2.865,0.9834,1.963,S,1.496e-4,0,90370,10590000,26.08,37.68,57.65,2.902,5.688,S,2032,13.83,1.457,0.3351,1.585e-5,2.33,1.593,3.584,1.871,NA,NA,NA,NA,2.556,2.292,211,NA
STA-CH0033A,46.1603,8.93394,2020-02-29,203,13.2,9.07,NA,NA,19.9,18.43,2.249,2.105,0.6092,1.455,S,0.004675,6,90250,5887000,36.87,60.66,89.2,1.491,3.157,SE,1098,30.48,1.473,0.3482,1.582e-5,2.35,1.596,3.565,1.844,NA,NA,NA,NA,2.559,2.294,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-01,203,20.24,16.52,NA,NA,11.54,10.88,1.51,2.166,0.6512,1.298,N,0.002823,1,89460,5539000,74.26,86.55,96.75,1.227,2.171,N,614.3,24,1.49,0.3619,1.578e-5,2.374,1.599,3.552,1.821,NA,NA,NA,NA,2.563,2.295,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-02,203,18.12,15.52,NA,NA,36.31,29.84,1.184,0.4865,0.7877,1.075,S,0.0354,1,88610,1035000,88.87,94.79,98.32,1.838,3.354,NE,246.4,26.5,1.507,0.3754,1.574e-5,2.399,1.601,3.543,1.802,NA,NA,NA,NA,2.567,2.296,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-03,203,3.9,3.274,NA,NA,10.24,9.964,0.8146,1.877,1.412,1.925,S,4.09e-4,0,88910,7268000,34.07,57.47,86.8,3.751,5.482,S,1292,58.82,1.526,0.3879,1.569e-5,2.425,1.602,3.536,1.787,NA,NA,NA,NA,2.571,2.297,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-04,203,5.313,3.919,NA,NA,12.29,11.88,1.173,1.022,1.035,1.585,S,8.426e-6,0,89980,8827000,34.4,57.2,68.26,2.61,4.556,S,1754,16.86,1.546,0.3996,1.564e-5,2.453,1.602,3.53,1.775,NA,NA,NA,NA,2.574,2.298,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-05,203,14.34,11.58,NA,NA,24.36,21.06,1.431,0.2661,0.3734,0.6147,SE,0.01201,1,89620,2506000,67.67,83.82,96.28,1.305,1.983,NE,536.4,16.96,1.566,0.4106,1.558e-5,2.481,1.602,3.525,1.767,NA,NA,NA,NA,2.578,2.3,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-06,203,11.76,10.3,NA,NA,18.43,14.78,1.133,3.075,0.7685,1.329,SW,1.454e-4,0,88930,8311000,39.6,64.51,95.26,2.111,3.958,SW,1544,37.57,1.588,0.4211,1.551e-5,2.511,1.602,3.522,1.761,NA,NA,NA,NA,2.582,2.301,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-07,203,2.449,2.348,NA,NA,4.795,4.801,0.8057,2.588,1.489,1.897,S,3.909e-5,0,90180,9201000,42.91,51.97,61.07,4.157,4.86,S,1658,146.2,1.61,0.43120000000000003,1.544e-5,2.542,1.601,3.52,1.758,NA,NA,NA,NA,2.585,2.302,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-08,203,5.462,4.557,NA,NA,9.01,8.942,1.487,2.441,0.9195,1.375,S,8.079e-7,0,90740,9124000,41.03,57.63,68.02,1.883,3.4,S,1066,12.27,1.633,0.441,1.537e-5,2.574,1.599,3.52,1.757,NA,NA,NA,NA,2.589,2.303,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-09,203,12.84,9.3,NA,NA,27.75,21.84,1.994,3.75,0.6879,1.287,S,9.348e-4,0,90250,5072000,42.18,59.24,70.17,2.05,3.912,S,1373,13.01,1.656,0.4507,1.529e-5,2.607,1.597,3.52,1.759,NA,NA,NA,NA,2.593,2.305,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-10,203,5.982,3.982,NA,NA,12.98,12.16,1.589,3.337,0.8059,1.437,S,0.002281,0,90600,4552000,46.87,63.62,80.4,2.557,4.379,S,815.1,54.67,1.68,0.4605,1.521e-5,2.642,1.595,3.521,1.762,NA,NA,NA,NA,2.596,2.306,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-11,203,11.63,6.888,NA,NA,35.16,24.78,2.79,10.35,0.8151,1.341,S,6.368e-6,0,90780,9860000,44.37,63.63,85.12,2.032,3.632,S,1130,13.86,1.705,0.4705,1.513e-5,2.678,1.592,3.524,1.767,NA,NA,NA,NA,2.6,2.307,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-12,203,17.83,12.54,NA,NA,32.13,19.29,2.19,6.339,0.7726,1.203,N,1.111e-4,1,90780,8263000,63.62,82.83,99.09,1.033,1.999,N,609.8,17.95,1.73,0.4808,1.505e-5,2.715,1.589,3.526,1.774,NA,NA,NA,NA,2.604,2.308,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-13,203,17.11,12.83,NA,NA,14.43,12.08,1.948,7.689,0.927,1.533,S,7.512e-5,0,90460,10660000,41.88,67.22,95.67,2.558,4.143,S,1555,21.37,1.756,0.4915,1.496e-5,2.754,1.586,3.53,1.782,NA,NA,NA,NA,2.607,2.31,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-14,203,6.983,5.94,NA,NA,7.424,6.97,0.746,3.864,0.6824,1.195,S,0.00769,1,90660,4502000,58.61,80.82,95.77,1.611,2.747,S,623.6,38.54,1.782,0.5029,1.488e-5,2.794,1.583,3.534,1.792,NA,NA,NA,NA,2.611,2.311,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-15,203,14.03,11.9,NA,NA,11.59,10.88,1.093,2.943,0.5128,1.164,NW,0.002251,1,91120,6006000,73,85.9,99.09,1.092,2.035,N,590.2,28.71,1.808,0.515,1.479e-5,2.836,1.579,3.538,1.802,NA,NA,NA,NA,2.615,2.312,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-16,203,14.87,12.33,NA,NA,16.89,14.64,1.767,4.674,0.706,1.179,S,2.154e-5,0,91370,11080000,56.06,71.26,87.1,1.051,2.15,S,1043,12.36,1.835,0.528,1.471e-5,2.879,1.576,3.542,1.813,NA,NA,NA,NA,2.627,2.316,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-17,203,16.53,13.6,NA,NA,24.66,18.6,3.049,7.423,0.8869,1.369,S,7.148e-7,0,91720,13540000,43.23,63.65,82.38,1.133,2.329,S,1095,13.15,1.862,0.5421,1.463e-5,2.924,1.572,3.547,1.824,NA,NA,NA,NA,2.639,2.32,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-18,203,19.67,15.76,NA,NA,25.82,19.25,3.087,7.878,0.9504,1.571,S,7.148e-7,0,91640,13450000,48.92,65.11,86.33,1.278,2.444,N,1392,11.73,1.89,0.5574,1.454e-5,2.97,1.568,3.552,1.835,NA,NA,NA,NA,2.651,2.324,211,NA
STA-CH0033A,46.1603,8.93394,2020-03-19,203,15.82,12.39,NA,NA,20.06,16.24,3.843,8.716,0.936,1.405,S,1.43e-6,0,91390,14120000,46.88,61.22,81.17,1.228,2.291,N,1231,13.3,1.918,0.574,1.447e-5,3.018,1.564,3.557,1.847,NA,NA,NA,NA,2.663,2.328,211,NA
