IDStations,Latitude,Longitude,Time,Altitude,AQ_pm10,AQ_pm25,AQ_co,AQ_nh3,AQ_nox,AQ_no2,AQ_so2,WE_temp_2m,WE_wind_speed_10m_mean,WE_wind_speed_10m_max,WE_mode_wind_direction_10m,WE_tot_precipitation,WE_precipitation_t,WE_surface_pressure,WE_solar_radiation,WE_rh_min,WE_rh_mean,WE_rh_max,WE_wind_speed_100m_mean,WE_wind_speed_100m_max,WE_mode_wind_direction_100m,WE_blh_layer_max,WE_blh_layer_min,EM_nh3_livestock_mm,EM_nh3_agr_soils,EM_nh3_agr_waste_burn,EM_nh3_sum,EM_nox_traffic,EM_nox_sum,EM_so2_sum,LI_pigs,LI_bovine,LI_pigs_v2,LI_bovine_v2,LA_hvi,LA_lvi,LA_land_use,LA_soil_use
STA-CH0033A,46.1603,8.93394,2020-11-27,203,27.21,17.67,NA,NA,110.6,37.81,2.619,3.306,0.595,1.04,S,1.502e-7,0,90970,5988000,47.85,72.44,97.09,1.155,3.141,S,380.9,14.87,1.42,0.4388,7.703e-4,2.649,1.515,4.64,2.831,NA,NA,NA,NA,2.616,2.311,211,NA
STA-CH0033A,46.1603,8.93394,2020-11-28,203,26.06,21.32,NA,NA,61.2,32.29,2.61,4.157,0.5822,0.8869,S,1.045e-6,0,90630,4486000,65.38,77.11,86.78,1.361,3.211,S,326.8,23.02,1.408,0.4408,7.532e-4,2.645,1.518,4.664,2.848,NA,NA,NA,NA,2.612,2.309,211,NA
STA-CH0033A,46.1603,8.93394,2020-11-29,203,32.6,28.83,NA,NA,39.65,24.78,2.409,3.854,0.4874,1.07,S,0,0,90580,5355000,60.63,77.23,91.45,1.072,2.846,S,391.3,22.99,1.396,0.4415,7.37e-4,2.64,1.522,4.686,2.863,NA,NA,NA,NA,2.607,2.308,211,NA
STA-CH0033A,46.1603,8.93394,2020-11-30,203,26.7,20.89,NA,NA,65.58,32.59,3.377,2.749,0.366,0.7798,N,3.744e-5,1,90950,3488000,59.05,75.64,86.86,0.9567,2.29,S,269.4,23.02,1.383,0.4409,7.218e-4,2.634,1.525,4.705,2.874,NA,NA,NA,NA,2.602,2.306,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-01,203,28.85,22.64,NA,NA,44.63,30.59,3.528,1.418,0.4468,0.8107,N,0.002763,1,90300,2072000,69.82,82.63,91.72,1.004,2.527,N,505.4,31.53,1.371,0.4387,7.076e-4,2.626,1.528,4.721,2.883,NA,NA,NA,NA,2.597,2.304,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-02,203,19.86,17.82,NA,NA,37.2,25.44,1.985,0.4439,0.5775,1.043,S,0.002509,1,89820,1744000,64.91,78.08,90.37,1.664,3.237,S,356.1,93.06,1.36,0.4351,6.942e-4,2.617,1.532,4.734,2.889,NA,NA,NA,NA,2.592,2.302,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-03,203,15.66,13.89,NA,NA,54.6,25.4,1.388,0.1933,0.7373,1.117,S,0.001417,5,89430,5008000,59.48,79.13,91.97,1.922,3.011,S,356,33.7,1.349,0.4301,6.813e-4,2.606,1.535,4.745,2.894,NA,NA,NA,NA,2.587,2.3,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-04,203,7.187,7.221,NA,NA,50.15,31.33,1.09,-0.932,0.6545,0.9726,NW,0.05599,6,88580,329900,90.82,94.91,97.62,1.279,2.656,N,254.9,60.17,1.338,0.4239,6.689e-4,2.592,1.539,4.753,2.897,NA,NA,NA,NA,2.582,2.299,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-05,203,13.6,12.54,NA,NA,70.83,35.48,1.524,0.3928,0.5664,0.8429,S,0.02846,1,88790,922700,79.98,89.57,98.09,1.785,2.982,S,179.7,42.81,1.328,0.4165,6.568e-4,2.577,1.543,4.759,2.899,NA,NA,NA,NA,2.578,2.297,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-06,203,9.998,9.762,NA,NA,22.95,21.72,0.9252,1.22,0.4659,0.6534,SE,0.03377,1,88710,524300,92.34,95.46,99.37,1.318,2.84,S,178.5,14.25,1.318,0.4079,6.451e-4,2.559,1.547,4.763,2.9,NA,NA,NA,NA,2.573,2.295,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-07,203,16.61,15.49,NA,NA,67.34,46.86,0.8846,-0.4228,0.4237,0.6657,E,0.01617,7,89040,1525000,83.11,92.79,99.17,1.25,1.955,SE,295.4,38.57,1.309,0.3983,6.339e-4,2.54,1.552,4.766,2.899,NA,NA,NA,NA,2.568,2.293,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-08,203,17,15.87,NA,NA,34.47,30.59,1.819,0.4427,0.691,0.9674,S,0.007947,1,89060,1073000,78.68,87.48,95.21,1.871,3.585,S,221.3,35.27,1.3,0.3877,6.229e-4,2.52,1.556,4.766,2.897,NA,NA,NA,NA,2.563,2.291,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-09,203,8.38,7.55,NA,NA,17.89,16.73,0.9799,0.983,1.078,1.393,S,0.003199,1,89170,1433000,66.39,73.94,83.54,3.566,4.329,S,548.3,90.58,1.292,0.3761,6.123e-4,2.498,1.561,4.765,2.894,NA,NA,NA,NA,2.558,2.289,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-10,203,14.08,9.901,NA,NA,69.05,30.54,2.633,-0.9353,0.7804,1.293,S,8.767e-5,0,89390,2875000,63.56,79.06,95.91,1.491,2.905,S,170.5,18.36,1.284,0.3638,6.02e-4,2.474,1.566,4.762,2.89,NA,NA,NA,NA,2.553,2.288,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-11,203,17.62,13.75,NA,NA,71.58,36.52,3.027,-2.57,0.7231,1.229,S,0.001151,1,89330,1676000,74.29,84.99,95.07,1.184,2.923,SE,181,35.62,1.276,0.3506,5.919e-4,2.449,1.571,4.758,2.886,NA,NA,NA,NA,2.549,2.286,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-12,203,18.4,15.72,NA,NA,43.25,25.81,3.138,0.2264,0.5795,0.9224,S,0.001408,0,89080,2459000,65.3,76.23,87.32,2.04,3.469,S,174.9,46.22,1.269,0.3368,5.821e-4,2.424,1.576,4.753,2.88,NA,NA,NA,NA,2.544,2.284,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-13,203,17.21,15.4,NA,NA,33.31,23.69,1.592,-0.1943,1.161,1.639,S,6.53e-6,0,89970,3470000,58.26,75.24,92.79,2.718,4.009,S,198.1,27.14,1.262,0.3223,5.725e-4,2.397,1.581,4.746,2.874,NA,NA,NA,NA,2.539,2.282,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-14,203,19.66,15.15,NA,NA,106.7,33.21,2.192,-1.464,1.034,1.426,S,6.813e-5,0,90610,3443000,57.48,76.47,94.94,1.38,3.44,S,82.14,15.67,1.255,0.3072,5.632e-4,2.369,1.586,4.738,2.867,NA,NA,NA,NA,2.534,2.28,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-15,203,19.92,13.85,NA,NA,74.78,31.65,2.841,0.7462,0.8074,1.21,S,4.094e-4,5,90740,1949000,69.26,78.99,96.14,0.9433,2.228,S,79.16,13.77,1.248,0.2917,5.54e-4,2.34,1.592,4.73,2.859,NA,NA,NA,NA,2.529,2.278,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-16,203,17.49,13.67,NA,NA,59.09,28.56,3.667,2.949,0.4893,0.8142,S,5.384e-4,1,91020,2246000,76.81,81.93,88.89,0.9865,2.959,N,253.1,18.1,1.242,0.2757,5.449e-4,2.311,1.597,4.721,2.851,NA,NA,NA,NA,2.528,2.278,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-17,203,16.6,12.59,NA,NA,83.64,30.92,2.637,2.935,0.6534,1.02,S,1.686e-5,0,91290,2807000,68.56,79.35,88.99,1.738,3.672,S,132.3,14.76,1.235,0.2593,5.36e-4,2.281,1.603,4.711,2.843,NA,NA,NA,NA,2.526,2.277,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-18,203,18.67,14.7,NA,NA,73.09,33.24,1.744,1.118,0.798,1.322,S,1.698e-5,0,91460,2706000,60.9,81.74,97.73,1.223,2.911,S,111.9,20.58,1.229,0.2427,5.271e-4,2.251,1.608,4.7,2.834,NA,NA,NA,NA,2.525,2.277,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-19,203,20.4,17.78,NA,NA,42.07,26.99,2.08,3.089,0.6527,0.8262,S,0.002676,1,91270,905900,79.07,81.64,85.11,1.264,2.396,SE,105.3,29.21,1.223,0.2259,5.184e-4,2.22,1.614,4.689,2.825,NA,NA,NA,NA,2.523,2.276,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-20,203,21.2,19.07,NA,NA,24.41,14.3,1.814,3.735,0.36,0.6,S,0.005435,1,91200,1023000,76.54,83.32,88.13,0.8979,2.438,S,553.1,16.63,1.217,0.2089,5.096e-4,2.19,1.619,4.678,2.816,NA,NA,NA,NA,2.522,2.276,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-21,203,17.53,14.4,NA,NA,58.05,18.84,1.928,2.198,0.6285,1.158,S,0.001855,1,91300,1420000,79.05,87.63,98.29,1.078,2.259,SE,125.1,13.38,1.211,0.1919,5.009e-4,2.159,1.625,4.667,2.807,NA,NA,NA,NA,2.521,2.275,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-22,203,14.5,12.28,NA,NA,85.98,20.17,1.673,2.731,0.8251,1.234,S,2.732e-5,0,91240,2780000,73.01,86.02,98.57,1.311,2.442,S,106.9,12.61,1.205,0.1749,4.923e-4,2.128,1.63,4.656,2.798,NA,NA,NA,NA,2.519,2.275,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-23,203,16.82,13.34,NA,NA,70.15,20.39,2.16,2.567,0.6706,1.1,S,4.368e-4,1,91090,1947000,78.22,87.52,98.02,0.8065,1.751,SE,92.53,12.67,1.199,0.1579,4.835e-4,2.097,1.636,4.645,2.788,NA,NA,NA,NA,2.518,2.274,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-24,203,16.81,15.29,NA,NA,49.62,18.24,1.523,3.138,0.5655,1.072,S,0.003466,1,90180,1445000,86.75,89.07,92.92,1.188,2.076,SE,103.1,16.76,1.192,0.1411,4.748e-4,2.066,1.642,4.634,2.779,NA,NA,NA,NA,2.516,2.274,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-25,203,5.15,4.928,NA,NA,8.505,5.739,0.3923,-0.002104,1.625,1.905,S,0.00211,1,89840,1486000,62.51,69.73,82.71,4.727,5.964,S,1417,41.52,1.186,0.1245,4.659e-4,2.036,1.647,4.623,2.771,NA,NA,NA,NA,2.515,2.273,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-26,203,4.205,3.752,NA,NA,4.593,4.27,0.4696,-2.559,1.406,1.81,S,2.308e-5,0,90540,4054000,42.56,57.71,68.35,4.044,5.238,S,1019,63.76,1.18,0.1081,4.57e-4,2.006,1.653,4.613,2.762,NA,NA,NA,NA,2.513,2.273,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-27,203,16.31,13.57,NA,NA,22.68,19.79,1.631,-4.428,0.592,1.128,S,0.001719,5,89600,2763000,56.13,66.09,86.24,1.011,2.276,SE,204.9,20.3,1.173,0.09216,4.479e-4,1.977,1.658,4.604,2.754,NA,NA,NA,NA,2.512,2.272,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-28,203,19.11,17.88,NA,NA,38.37,28.92,2.21,-3.535,0.6042,0.9722,SW,0.01415,5,87760,1187000,77.48,87.51,97.75,1.129,2.31,S,494.9,50.23,1.167,0.07661,4.387e-4,1.948,1.663,4.596,2.746,NA,NA,NA,NA,2.51,2.272,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-29,203,22.77,20.57,NA,NA,63.27,38,2.409,-1.388,0.4469,0.8933,S,5.715e-4,1,88550,1980000,71.23,81.67,95.53,1.018,1.904,NE,156.4,32.46,1.16,0.06155,4.293e-4,1.92,1.669,4.588,2.739,NA,NA,NA,NA,2.509,2.271,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-30,203,20.92,19.36,NA,NA,85.01,40.02,1.479,-1.6,0.8217,1.223,S,5.032e-5,5,89250,2666000,64.26,76.64,89.19,2.362,3.703,S,147,34.15,1.153,0.04706,4.198e-4,1.894,1.674,4.581,2.733,NA,NA,NA,NA,2.508,2.271,211,NA
STA-CH0033A,46.1603,8.93394,2020-12-31,203,26.44,23.09,NA,NA,99.57,49.82,1.992,-5.798,1.106,1.604,S,5.635e-4,5,89700,2211000,63.82,76.87,94.02,1.777,3.269,S,86.39,43.15,1.145,0.0332,4.1e-4,1.868,1.679,4.576,2.727,NA,NA,NA,NA,2.506,2.27,211,NA
